competency_id,competency_code,competency_name,competency_type,avg_growth_Berlin,avg_growth_Brandenburg,avg_growth_Dahme-Spreewald,avg_growth_Deutschland,avg_growth_Oder-Spree,avg_growth_Teltow-Fläming,demand_score_Berlin,demand_score_Brandenburg,demand_score_Dahme-Spreewald,demand_score_Deutschland,demand_score_Oder-Spree,demand_score_Teltow-Fläming,total_jobs_Berlin,total_jobs_Brandenburg,total_jobs_Dahme-Spreewald,total_jobs_Deutschland,total_jobs_Oder-Spree,total_jobs_Teltow-Fläming,demand_score_TH_Wildau
128354,K 0400-067,Pick-by-Voice,E,-0.06435618361490704,-0.1298969486036441,-0.13454123848359564,-0.09119623170806919,-0.24263646922183507,0.08932762834896193,1.5,4.1,5.7,3.9,3.2,9.4,15803.0,17233.0,1671.0,686482.0,685.0,3959.0,6.1
60076,K 130702,Kfz-Marken,S,-0.01724981666402626,0.4228400885345402,-0.24249655097319012,0.0074845564568846975,-0.04617933077983807,1.4001134291212483,1.9,5.1,5.1,3.6,5.7,7.5,20127.0,21424.0,1496.0,630892.0,1217.0,3168.0,6.1
59950,K 1400,"Führerscheine, Straßenverkehrslizenzen",S,0.1733897763353207,0.34167586079214735,0.11139324111698196,0.22395911206744018,0.6795508596910403,0.49244806703445565,1.4,4.6,6.0,2.9,5.2,7.1,15033.0,19267.0,1733.0,510959.0,1108.0,3011.0,6.1
62689,K 0400-052,Transport,E,-0.03848790152269659,0.2188029028436806,-0.028404936664264163,0.09559119467672443,0.07604509463248349,0.8172372729349472,2.1,4.8,5.7,4.0,5.4,7.3,21982.0,19932.0,1650.0,697068.0,1141.0,3084.0,6.1
137602,K 1314-039,Materialflussroboter,E,-0.14972548205792988,0.07764614531520911,0.04216595278567664,-0.012457992433127037,0.7189287364535587,0.2518730983339865,1.9,4.5,5.6,4.2,4.0,8.8,20708.0,19027.0,1639.0,733382.0,846.0,3736.0,6.1
65816,K 130701-006,"Gabelstapler (Diesel-, Benzin-, Elektro-, Gas-)",E,-0.05363015301242253,-0.10824745716970341,-0.13454123848359564,0.02926629813801253,-0.24263646922183507,0.08932762834896193,1.5,4.1,5.7,3.9,3.2,9.4,15806.0,17235.0,1671.0,686699.0,685.0,3959.0,6.1
132473,K 030203-040,Mobile-Marketing,E,-0.17098912921176035,0.4233178753780077,0.17129812220876828,0.03786496195424931,0.1459220372263851,0.9440720184203419,16.8,6.7,6.3,9.3,5.5,6.5,180331.0,28028.0,1827.0,1629990.0,1166.0,2745.0,6.1
63035,K 0602-030,Sicherheitstechnik,E,-0.07417700769911492,0.1210324276576006,0.30612421196242345,0.046316045101671206,0.19700393545921385,0.46527793161057013,4.2,5.4,5.4,4.4,6.6,5.9,45376.0,22532.0,1575.0,771843.0,1401.0,2475.0,6.0
138106,K 1314-042,Exoskelette,E,0.015902447929851963,0.38717375410508825,0.31632024152319865,0.24542778834439977,-0.11288726777410195,0.8902097031728243,3.1,5.7,5.9,4.3,5.9,6.1,33515.0,23909.0,1717.0,761581.0,1246.0,2583.0,6.0
61307,K 010901-033,Prüffeld,E,-0.0052813638835488294,0.19118446054659444,0.4778839284909347,-0.012715485719942436,0.09094675227756761,0.6242768733040459,2.3,5.6,4.7,4.3,7.1,6.1,25030.0,23638.0,1372.0,757166.0,1512.0,2575.0,6.0
64308,K 090000-005,"Heilpädagogik, Behindertenpädagogik",E,-0.04353763696332709,-0.041226761337016596,0.048728379017896846,0.043757783060178045,0.255307811106346,0.5978949071845896,4.5,5.6,4.9,4.2,8.0,4.7,47714.0,23456.0,1428.0,735764.0,1700.0,1981.0,5.9
64209,K 0809-001,"Anwendungstechnik, Anwendungsberatung",E,-0.09342240947241508,0.4982396681702988,0.3323846048920177,-0.034782357743102336,0.12796718910788626,0.3574886002568606,5.8,5.9,5.8,6.2,5.9,6.1,62400.0,24671.0,1679.0,1087658.0,1251.0,2561.0,5.9
122346,K 090210-058,Deeskalationstechniken,E,-0.08820504138232808,0.07503230228993084,0.17790674485497737,0.043848897552935445,0.5434177082743767,0.3084238030461447,5.3,5.7,5.6,4.4,7.2,4.9,56979.0,23847.0,1623.0,782058.0,1534.0,2056.0,5.9
61212,K 010800-006,Bremsendienst,E,-0.15219195939392277,0.0845873612931046,0.02809581162722082,-0.055457723361567804,-0.09148148148148147,0.9951737451737452,1.6,5.2,4.5,3.6,5.7,7.6,17677.0,21761.0,1295.0,640378.0,1210.0,3207.0,5.9
61221,K 010800-015,"Fahrzeugbau, -technik",E,-0.09810873609357035,0.34282720166492003,-0.054446524873796226,-0.044055224351158495,0.05882072964700085,0.8496293296882308,3.1,5.3,4.8,4.4,5.6,7.2,33064.0,22163.0,1394.0,774878.0,1179.0,3053.0,5.9
61288,K 010901-014,"Energie-, Leistungselektronik",E,-0.08363859596967635,0.21623684669997106,0.436009434017402,-0.041267720332735916,0.06248096102524104,1.0068323221701907,2.5,5.7,5.0,4.2,6.5,6.0,27283.0,23910.0,1440.0,745890.0,1376.0,2520.0,5.8
62405,K 030303-003,Arbeitsrecht,E,-0.13349317745228603,0.28721145843025425,0.31030947073946796,0.015210069425475405,-0.09698508353214552,1.0594440154787907,6.9,5.9,6.4,6.4,4.9,6.0,73664.0,24583.0,1872.0,1118345.0,1049.0,2519.0,5.8
142878,K 010200-018,Computer-Aided Manufacturing - CAM,E,-0.06696149413143292,0.34943169810641383,0.5847456028895701,-0.013446938751315224,0.13666713707828318,0.7812823997941964,3.1,5.2,4.7,4.9,6.3,6.4,32924.0,21865.0,1380.0,859548.0,1336.0,2714.0,5.8
62649,K 0400-011,Distributionssysteme planen und einsetzen,E,-0.15932605832223512,0.05971000275214094,-0.11951794800775684,-0.053239290747198485,0.1930991239062151,0.2937806530817261,3.7,4.7,6.0,5.1,4.3,6.9,39603.0,19596.0,1731.0,888887.0,902.0,2905.0,5.7
142356,K 030500-009,"Kommunikationsstrategie (entwickeln, gestalten etc.)",E,-0.19626563455297974,0.16075468699852,0.1592496305443936,-0.07822878242237942,-0.09581480679105701,0.687219255124745,14.4,6.1,5.8,8.1,5.2,6.1,154029.0,25580.0,1678.0,1430490.0,1111.0,2589.0,5.7
61231,K 010800-025,"Rahmenrichten, -vermessen",E,-0.05932140890377846,0.25468108383514987,-0.2740698630242223,0.0025063516345771478,-0.04784313725490194,1.600849799379211,1.6,5.0,4.2,3.5,5.5,7.4,17477.0,21009.0,1224.0,623824.0,1169.0,3131.0,5.7
65558,K 12-002,Außendienst,E,-0.06272903156915803,0.6782181356226247,0.4206170184433858,0.10166123005669302,0.4854305089241917,0.9213359773447248,2.6,5.7,6.6,4.7,5.6,4.9,27742.0,23984.0,1925.0,830104.0,1190.0,2069.0,5.7
65494,K 11-021,Englisch,E,-0.12128676014726787,0.11442598089316881,-0.19891139518032266,0.010179672319017535,0.5536766343575293,0.6773295131263988,5.5,5.6,5.9,5.6,5.2,5.6,59004.0,23316.0,1725.0,984558.0,1101.0,2351.0,5.6
142334,K 030201-041,Eingangsrechnung (bearbeiten etc.),E,-0.09778330480735278,0.06261020519926438,-0.01820941009738687,-0.00390762892773385,0.09531022678647835,0.3817988861971211,6.5,5.8,5.8,6.5,5.3,5.8,70100.0,24438.0,1699.0,1140999.0,1133.0,2469.0,5.6
61481,K 011003-016,Pharmakologie,E,-0.08469714759861671,0.44933967782088036,-0.002214476133627715,0.05602598416027636,-0.039004760930823425,0.9090847718652877,4.1,6.3,5.7,5.1,6.2,5.0,44025.0,26534.0,1654.0,894432.0,1321.0,2128.0,5.6
60002,K 070107,Speicherprogrammierbare Steuerungen (SPS-Software),S,-0.04732157276107835,0.23294196183704846,0.8888024746197324,-0.016857671478278723,0.0733757879649433,0.8539122206522405,2.5,5.1,4.7,4.2,6.2,5.9,27332.0,21237.0,1361.0,739793.0,1310.0,2489.0,5.6
61769,K 011108-018,Versorgungstechnik,E,-0.02073946170412236,0.27056360185937317,0.44855852806435836,0.0023769303652300252,0.1372337275924714,1.0266335567121232,3.6,5.2,5.5,4.2,4.8,6.3,38965.0,21948.0,1605.0,737846.0,1022.0,2647.0,5.5
63974,K 0711-008,Technische Informatik,E,-0.13232719293644352,0.5291354191835618,0.45052003541584845,-0.05418385952629578,0.12366180367079875,1.1763858882693932,6.8,5.4,4.9,6.7,5.6,6.1,73032.0,22773.0,1437.0,1170164.0,1197.0,2565.0,5.5
138105,K 1314-041,LKW-Waage,E,-0.10232929617284148,-0.07917036686882838,-0.12544586611331535,0.007027119962399603,0.020589753516582765,0.07414464463578928,1.4,3.8,5.3,3.7,2.8,8.5,15143.0,15839.0,1539.0,654715.0,603.0,3580.0,5.5
130044,K 130703-027,Automatisches Kleinteilelager (AKL),E,-0.1529683050847042,-0.060511088105336154,-0.20728090317642556,-0.07398362592420828,-0.0381629887727449,0.048792886281137184,1.4,3.7,5.0,3.5,2.7,8.5,14973.0,15384.0,1451.0,617368.0,582.0,3583.0,5.4
138638,K 030203-063,Content-Marketing,E,-0.2144425934968196,0.14175379173509717,0.03882851245686777,-0.0666476979267956,0.1611924922183172,0.4978877870840236,13.2,5.8,5.5,7.6,5.0,5.8,141139.0,24128.0,1593.0,1327422.0,1051.0,2432.0,5.4
60075,K 130701,Fahrzeugtypen,S,-0.002875811185343811,0.46848852948524256,-0.24596004083299905,0.02212344493769332,-0.027978384845854725,1.3916828640824992,1.5,4.5,4.3,3.0,5.0,6.8,16160.0,18851.0,1251.0,535993.0,1059.0,2866.0,5.4
66381,K 1406-005,Röntgenschein (Kenntnisnachweis nach § 145 StrlSchV),E,0.004917649120552397,0.08003096412017831,-0.2904048306684253,0.013574542492106063,-0.19007650566812037,6.307223536831832,2.2,6.3,3.1,3.7,5.0,8.1,23998.0,26299.0,896.0,644766.0,1067.0,3436.0,5.4
61228,K 010800-022,Nutzfahrzeugtechnik,E,0.03173212732189235,0.5897421726149944,-0.14758794763388788,0.08934699029992968,0.1182604206994451,1.8327632311921391,1.5,4.8,3.9,3.4,5.3,6.9,15656.0,20101.0,1148.0,589470.0,1127.0,2903.0,5.4
62945,K 0503-008,Gästebetreuung,E,-0.09904129158861151,0.4342888095543699,-0.10612647790925372,0.1649531308675749,0.5999798892449727,2.0232430279484057,3.6,5.1,6.0,4.2,5.9,4.3,38364.0,21374.0,1740.0,730147.0,1255.0,1834.0,5.4
62343,K 030300-001,"Abteilungs-, Bereichs-, Ressortleitung",E,-0.15139536130817502,0.09879512254193733,0.2658603621889948,-0.054604955922691954,0.37270978804129146,0.6659454579651192,5.5,5.1,4.4,5.2,6.2,5.4,58735.0,21172.0,1293.0,917233.0,1323.0,2299.0,5.3
60740,K 010202-055,Sortieren,E,0.005599915592611363,0.08785850288962911,0.03469435824286142,0.0599514369048941,0.029786835524233026,-0.026487713747237848,1.5,4.2,5.4,3.5,4.6,5.9,16201.0,17778.0,1567.0,608107.0,981.0,2506.0,5.3
62192,K 030100-018,Regalauffüllen,E,0.04711236832231523,0.5287170739206435,-0.1184626793945004,0.09975877114630931,0.9907076839382685,0.6316681466089594,1.6,5.3,6.1,3.9,5.5,4.2,17202.0,22130.0,1785.0,679597.0,1159.0,1784.0,5.3
137659,K 030203-060,Vertriebsmanagement,E,-0.12459868979433085,0.30300128024985956,0.07596429485664423,-0.007943759549149007,0.13848453620233092,0.5553409578595103,7.5,5.5,5.7,6.3,5.3,5.0,80294.0,23147.0,1660.0,1106768.0,1124.0,2111.0,5.3
138262,K 0610-069,Solarthermieanlagen installieren und warten,E,0.01641266330805474,0.3467116935161134,0.35806806260908663,0.17468887078838422,0.18019859832262533,0.8817844300019625,2.5,5.1,4.7,3.8,5.3,5.8,26546.0,21398.0,1360.0,659794.0,1130.0,2438.0,5.3
63217,K 0700-029,Systemintegration,E,-0.16845533405845345,0.5702802838112102,0.8458978668780738,0.03337395748706284,0.7047256849055278,1.3400528659480067,8.1,5.1,4.5,7.4,6.0,5.3,86732.0,21537.0,1301.0,1295463.0,1269.0,2257.0,5.3
62480,K 030303-078,Sozialrecht,E,-0.12274299346309038,0.32431275862147474,-0.085094795886847,0.010108427841213255,0.21417620313006572,0.5352057062850809,6.2,5.9,5.5,5.3,5.7,4.6,66029.0,24587.0,1603.0,936639.0,1213.0,1923.0,5.3
130194,K 030203-036,Suchmaschinenwerbung - SEA,E,-0.16253118842858544,0.3699081699442291,0.0917331676104021,-0.03007463184886314,-0.008238758238758173,1.0553480621844467,14.5,5.8,5.5,8.1,4.8,5.6,155772.0,24403.0,1597.0,1416026.0,1016.0,2385.0,5.3
62344,K 030300-002,"Aufsicht, Leitung",E,-0.06166577444462254,0.1868289069532738,0.10391388969850066,0.04316006176117101,0.7883843665282475,0.23107875674150183,4.3,4.9,5.1,4.2,6.0,4.9,45568.0,20547.0,1484.0,730264.0,1277.0,2084.0,5.3
63060,K 0604-009,Interkulturelle Kommunikation,E,-0.18826306692802697,0.2581272401183022,0.4106786412808772,0.07353291430691937,0.3296913038579705,0.2585156936777091,6.8,5.5,5.5,5.2,5.5,4.9,73149.0,22927.0,1593.0,913771.0,1171.0,2069.0,5.3
119869,K 030203-034,Pre-Sales-Service,E,-0.10308499933264839,0.37667485732961925,0.008688898597155522,0.07782021705244684,0.8379407775329286,0.765485168426345,6.7,5.5,5.9,6.3,5.5,4.6,71413.0,23205.0,1723.0,1110120.0,1160.0,1923.0,5.3
61271,K 010900-011,Prozessleittechnik,E,-0.017490476870864254,0.28094063185812734,1.0377078642725936,0.015071669788666298,0.1340066155743948,1.0522063814539728,2.6,5.3,4.2,4.3,5.9,5.5,28091.0,22249.0,1233.0,760834.0,1241.0,2325.0,5.2
65887,K 130703-010,Hochregallager,E,-0.005148337389961411,-0.16132374540932287,-0.2293422994915532,-0.06947177936929144,-0.2468931475029036,-0.021443529282099073,1.3,3.6,4.9,3.5,2.6,8.1,14257.0,14977.0,1427.0,616277.0,558.0,3408.0,5.2
135856,K 0400-077,Pick-by-Light,E,-0.09089488119691119,-0.1500242469790449,-0.13283172051828765,-0.10927679097556905,-0.2468931475029036,0.0710216753538979,1.3,3.6,4.9,3.5,2.6,8.0,14158.0,14904.0,1422.0,613290.0,558.0,3394.0,5.2
63540,K 0703-012,Informations- und Kommunikationsmanagement,E,-0.173467621774001,0.5783775307669812,-0.007730747310162012,-0.007361664998828579,0.005227453623676344,0.6878044315664557,8.8,5.1,5.0,6.4,4.7,5.9,94137.0,21368.0,1457.0,1124076.0,1006.0,2492.0,5.2
60668,K 010201-008,Entwurf,E,-0.035677974530069316,0.41028707838780165,0.3103922764378554,0.35254860617391437,0.0807799189896751,0.6941497070336038,4.9,5.0,5.3,5.7,4.8,5.6,52435.0,20862.0,1539.0,994944.0,1011.0,2356.0,5.2
142899,K 130703-028,Automatische Hochregallager,E,-0.005148337389961411,-0.16132374540932287,-0.2293422994915532,-0.06947177936929144,-0.2468931475029036,-0.021443529282099073,1.3,3.6,4.9,3.5,2.6,8.1,14257.0,14977.0,1427.0,616277.0,558.0,3408.0,5.2
62362,K 030300-020,Investitionsplanung,E,-0.23953428458525547,0.40944834470879193,0.09437355080315148,-0.01829956456949249,0.2512178100471865,0.5850705327204938,6.1,5.0,4.9,5.5,5.3,5.1,65466.0,21128.0,1422.0,972788.0,1117.0,2161.0,5.1
134394,K 0400-071,Intralogistik,E,0.0207047752732119,-0.0491854847349015,-0.2060500084206981,0.03457182351849006,0.16907250705160112,0.22941012574182937,1.2,3.4,4.7,3.0,2.7,7.9,13163.0,14083.0,1359.0,535727.0,570.0,3345.0,5.1
66384,K 1406-008,Strahlenschutz - Lehrgang,E,0.0371840902039801,0.03206132865911163,-0.30195061534035467,0.0037375140208706237,-0.2760370267754114,5.784574927448146,2.2,5.9,2.9,3.5,4.8,7.6,23395.0,24782.0,850.0,615289.0,1025.0,3215.0,5.1
64549,K 090200-076,Psychosomatik,E,0.046859018263981256,0.15337753358918294,0.07206732608739302,0.062365614299471676,0.2512511273851525,4.38855140893021,2.3,6.0,3.4,3.4,4.9,6.9,24244.0,25312.0,988.0,605342.0,1031.0,2902.0,5.1
62330,K 030206-024,Postbearbeitung,E,-0.20006284708123015,-0.036983811460471736,-0.1352908046184206,-0.04976356889352193,-0.033481152993348084,0.15784469973552973,5.5,5.0,5.2,5.2,4.6,5.4,58624.0,20957.0,1514.0,906441.0,972.0,2276.0,5.1
142333,K 030201-040,Ausgangsrechnung bearbeiten,E,-0.1045590607930426,0.04017499199361462,-0.08218014079916537,-0.06433251077184272,0.12313174409141828,0.2128049768212634,5.8,5.2,5.3,5.8,4.7,5.4,61904.0,21747.0,1529.0,1018494.0,996.0,2265.0,5.1
64411,K 090100-028,Lernzielkontrolle,E,-0.09214673535187,0.06764219567653391,0.4218111242506916,0.07587778252614799,0.12821978345851026,0.2887195946511944,4.2,5.4,6.7,5.0,5.5,3.2,44628.0,22726.0,1943.0,877302.0,1164.0,1339.0,5.1
62321,K 030206-015,Auskünfte erteilen,E,-0.15022360013145744,0.4715879089362844,0.25335919146232433,0.10694890453369435,0.3344471031146645,1.289012621088335,3.9,4.9,5.2,4.1,5.1,4.8,41724.0,20614.0,1520.0,722248.0,1071.0,2037.0,5.0
142021,K 010903-086,Home-Energy-Management-Systeme - HEMS,E,-0.02758873867068896,0.38531525835500896,0.2818078589071561,0.06159983828135582,0.438445511076072,0.9206093608547107,2.9,4.8,4.7,3.6,4.8,5.6,30600.0,20004.0,1365.0,634797.0,1008.0,2378.0,5.0
60649,K 010200-005,CIM-Systeme anwenden,E,-0.062631037570284,0.34308196311476646,0.5900760755946116,-0.016093537300993332,0.11712045115028483,0.7428619422799284,3.0,4.7,4.3,4.5,5.2,5.6,31866.0,19490.0,1252.0,787071.0,1106.0,2357.0,5.0
62374,K 030300-032,Revision,E,-0.12948517993589026,0.26169343213551055,0.23500063586313832,0.0015511249122732817,0.4141705806429777,0.7057150729556237,5.9,5.3,5.2,6.1,4.9,5.0,63746.0,22080.0,1498.0,1080557.0,1045.0,2131.0,5.0
61450,K 011002-014,Kunststoffverarbeitung,E,-0.026620955382838846,0.17045506365039922,0.230297311120678,0.4290093898417308,0.0917797341373373,0.3389417265346899,1.9,4.6,4.4,3.8,4.6,6.0,19918.0,19362.0,1279.0,671986.0,981.0,2519.0,5.0
66237,K 1401-005,Ausbildereignungsprüfung,E,0.0051943893279617235,0.3565388533554333,0.3982901873750485,0.2960561587517686,0.2029958995341364,0.244767750622656,3.1,4.9,5.2,4.4,5.0,4.9,33411.0,20663.0,1524.0,780129.0,1064.0,2049.0,5.0
63563,K 0703-035,Webdesign,E,-0.2584498445418102,0.15973875452296835,0.7758277974380198,-0.06872765296472297,-0.3748627153880023,0.5948944709441071,12.0,5.3,5.0,7.1,4.7,5.4,129128.0,22337.0,1457.0,1249241.0,994.0,2281.0,5.0
62666,K 0400-028,Lagerarbeit,E,-0.060333778279053264,-0.07109291452323345,0.1671390737256164,-0.009049475509630133,-0.06280118656384216,0.5003374579935395,1.6,3.9,4.8,3.5,3.5,6.6,16633.0,16350.0,1410.0,607814.0,748.0,2772.0,5.0
138235,K 0610-042,Fotovoltaikanlagen installieren und warten,E,0.018780776064388365,0.3391964528918695,0.34621725766407635,0.17269641081469314,0.18641628461296342,0.9104294638735575,2.3,4.9,4.4,3.6,5.3,5.4,24480.0,20694.0,1291.0,627378.0,1125.0,2266.0,5.0
62711,K 0401-010,"Gefahrgutverladung, -versendung, -transport",E,0.11843084214570881,0.456154966985354,0.040828560504664595,0.22603286055181593,0.20336624274877288,0.026996069777844717,1.3,3.7,5.2,2.6,3.6,6.2,13817.0,15586.0,1508.0,461953.0,764.0,2614.0,5.0
62692,K 0400-055,Transportlogistik,E,-0.20551099059146855,-0.015162101513598276,-0.04927563997012477,-0.01984277733125074,0.18679237600332155,0.07934784186107072,2.0,3.5,4.7,3.4,3.9,6.5,21839.0,14625.0,1353.0,589675.0,820.0,2725.0,5.0
142414,K 090100-072,"Lehrmaterialien (erstellen, aktualisieren etc.)",E,-0.08888710029986638,0.15020899941187787,0.25084461961955246,0.15532637705348717,0.04184046973990887,0.13298472607545192,4.5,5.2,6.1,4.5,5.5,3.1,47720.0,21831.0,1784.0,797901.0,1168.0,1294.0,4.9
64643,K 090203-019,Grundpflege,E,-0.03502264783008458,0.24891002866336812,0.19877863420334868,0.18781329742351735,0.07900935809895264,0.46766638796215043,2.5,4.8,4.4,3.4,6.3,3.9,27245.0,19960.0,1277.0,597834.0,1328.0,1645.0,4.9
136598,K 030100-033,Space Management,E,-0.06140042384461823,0.038387067681958244,0.13640572390572392,-0.04323587413814594,-0.021474197899859795,0.05786663326467367,1.1,4.5,5.6,3.0,5.2,3.9,12278.0,18988.0,1630.0,535091.0,1112.0,1629.0,4.9
137758,K 030203-061,Channel-Management,E,-0.15164595287506377,0.20470460152306777,-0.02195818807313494,-0.03193090124870336,0.38604963815672183,1.4205221508012933,8.4,5.2,5.3,6.3,4.7,4.7,90417.0,21783.0,1534.0,1106415.0,995.0,1981.0,4.9
138252,K 0610-059,Onshore-Windkraftanlagen installieren und warten,E,0.08931132779466067,0.20163154120634444,0.1459166647034716,-0.008950591738102203,0.05899422175151188,0.4535380581952303,1.6,4.5,4.3,3.5,5.7,4.7,17254.0,18886.0,1241.0,610332.0,1206.0,2003.0,4.9
62648,K 0400-010,Distributionslogistik,E,-0.17543883594483461,0.017170718012978474,0.014760343902450917,0.0014255334844520099,0.3385866605531227,0.11844275890027689,2.0,3.4,4.6,3.3,3.8,6.4,21324.0,14360.0,1340.0,581798.0,812.0,2697.0,4.9
61688,K 011105-021,Metallbau,E,0.15398431405299104,0.4563867900597457,0.3526226967095883,0.03837128508496217,0.10936930514011065,0.457790774104324,1.8,4.4,4.7,3.8,4.9,5.2,19680.0,18394.0,1364.0,667841.0,1029.0,2203.0,4.9
132414,K 0809-014,Design Thinking,E,-0.1973498120518743,0.19529912154676082,0.34566143047733905,-0.026443361866110345,0.41427859360212305,0.987428229829822,9.9,4.9,4.5,6.8,4.8,5.3,105707.0,20451.0,1321.0,1197758.0,1018.0,2238.0,4.9
62874,K 0501-023,Speisen zubereiten und anrichten,E,-0.04041966173976939,0.14754487872335584,0.08447908743883695,0.14178100294035578,0.07206904950504474,0.5797843938650283,3.3,4.6,4.7,3.4,6.1,3.8,35477.0,19271.0,1361.0,596663.0,1299.0,1624.0,4.9
138249,K 0610-056,Offshore-Windkraftanlagen installieren und warten,E,0.4183917407568197,0.5253633725774709,0.1459166647034716,0.04322165866212489,0.05899422175151188,0.43194100780498124,1.6,4.5,4.3,3.5,5.7,4.7,17262.0,18894.0,1241.0,610645.0,1206.0,2004.0,4.9
130805,K 090201-028,Pflegedokumentation,E,0.0005588752753648709,0.2710215778904456,-0.16767935120714147,0.06080482178494816,-0.07704949517402124,0.538192924120081,3.1,5.4,4.7,3.8,6.4,3.7,32998.0,22630.0,1375.0,664892.0,1350.0,1567.0,4.9
62281,K 030203-024,"Verkaufsschulung, -training",E,-0.1622086702835336,0.03933160317030409,0.07975126215047038,-0.0036221554172095488,-0.19616792747629724,1.0231799004065985,3.6,4.8,5.6,4.3,4.8,4.3,38788.0,20140.0,1623.0,751388.0,1023.0,1823.0,4.9
120011,K 090003-041,Inklusionspädagogik,E,-0.06557953207116046,-0.07620721461802114,-0.029723231458443616,0.020492059923853848,0.2774557445890373,0.989412621919064,4.4,4.7,4.2,3.5,6.3,4.0,46801.0,19718.0,1224.0,615951.0,1328.0,1695.0,4.8
132413,K 0610-015,Brennstoffzellentechnik,E,-0.1388692140004329,0.3049435626653582,0.49847480315378534,0.00283545362318508,-0.033216365227643416,1.6858970390088976,1.7,4.2,3.9,3.1,4.7,5.8,18520.0,17585.0,1129.0,548148.0,993.0,2431.0,4.8
63537,K 0700-054,IT-Anwendertraining,E,-0.16972655000940703,0.3444385980223806,0.6279587534472845,-0.012416125196217714,0.5394842364321631,1.2544699512706246,10.2,5.0,4.0,8.4,5.3,5.2,109366.0,21015.0,1166.0,1482981.0,1130.0,2214.0,4.8
142402,K 0807-007,Medienmanagement,E,-0.19868656963527637,0.21750497818278913,0.27571409090064314,-0.05490358634814731,-0.26247378890463147,0.3966460173328173,13.0,5.3,4.8,7.1,4.6,5.0,139696.0,22093.0,1392.0,1249211.0,974.0,2103.0,4.8
62823,K 0405-004,Betriebssicherheit von Transportmitteln kontrollieren,E,0.1558966471807388,0.41229126238513286,0.46031871622049003,0.0684219497889809,0.32026482272066786,0.4354658613943765,1.4,3.8,4.9,2.2,4.0,5.4,15466.0,16119.0,1437.0,390210.0,846.0,2266.0,4.8
62012,K 0208-000,Aufmaß,E,0.06601840767928084,0.5565029406188053,0.5419073755509957,0.32150857388226006,0.1817667506797647,0.8294218037269839,2.6,4.5,4.8,3.9,4.6,5.0,27560.0,18941.0,1386.0,677602.0,966.0,2116.0,4.8
62315,K 030206-009,Büromaterialverwaltung,E,-0.21060231665799728,-0.08004225682890358,-0.07064162242716407,-0.11430698037772938,-0.17103658536585362,0.14946546230170726,5.1,4.6,4.8,4.8,4.1,5.1,54984.0,19270.0,1398.0,838266.0,880.0,2154.0,4.7
61654,K 011104-021,Pneumatik,E,-0.06084023748517481,0.2876818658220328,-0.021352026066622967,0.11470484268491249,0.45308651833034486,0.6191500902764925,1.6,3.9,3.9,3.3,4.8,5.3,16803.0,16408.0,1134.0,587529.0,1012.0,2238.0,4.7
62490,K 030303-088,Straßen- und Verkehrsrecht,E,0.018263392793437125,0.26561122597272785,0.10374207888095324,0.11005376023060226,0.34255482464757914,0.5109737867575483,1.5,3.9,4.6,2.4,4.0,5.5,15853.0,16380.0,1338.0,417491.0,846.0,2332.0,4.7
126784,K 010800-043,Bremssysteme,E,-0.06928865240833583,0.3534043029127913,-0.1108162143249862,-0.020726698332372288,-0.0530864197530864,1.2329540066382172,1.4,4.2,3.4,3.0,4.5,6.2,14741.0,17750.0,997.0,528501.0,951.0,2626.0,4.7
64477,K 090200-004,Anatomie,E,-0.010657143519326515,0.15616510251268162,-0.1826566720812636,-0.010638643357960425,-0.17891713595918654,6.127642888512454,1.7,5.5,2.7,3.1,4.1,6.9,18560.0,23172.0,791.0,539736.0,872.0,2913.0,4.6
142126,K 100104-036,Einfache Sprache,E,-0.16318514213808094,0.11786630011452656,0.39126235926961933,0.09885209933018055,0.4657413886825027,0.3670191999803231,4.0,4.9,4.0,3.8,5.7,4.2,42486.0,20570.0,1175.0,673761.0,1213.0,1763.0,4.6
128353,K 090003-046,Netzwerkarbeit (Soziale Arbeit),E,-0.18335695126533472,0.02643372247519721,0.2461797990890214,0.025280723956908127,0.42280701754385963,0.4282547567526493,4.8,4.8,4.4,3.6,5.4,4.0,51749.0,20167.0,1274.0,640946.0,1143.0,1681.0,4.6
60657,K 010200-013,Produktionsplanung,E,-0.12191924029497489,0.09653432823662343,0.015320722401747054,-0.06687380236143249,-0.10397661731897546,0.4274864823911385,3.2,4.4,3.9,4.1,4.3,5.6,34644.0,18301.0,1147.0,727240.0,914.0,2346.0,4.6
142403,K 0809-016,Methodenentwicklung,E,-0.18774966977052723,0.36669205550971734,0.6275103816657966,-0.03337784274742259,0.24969393035806697,1.6692514272017658,6.9,4.5,4.5,5.6,4.4,4.8,73707.0,19024.0,1303.0,978523.0,937.0,2012.0,4.6
142336,K 030201-043,Mittelbewirtschaftung,E,-0.16690796022557244,0.48010103368833545,0.04756811816034577,0.0191525178445502,0.31518048733788556,0.3658050266875762,4.4,4.9,4.6,4.2,5.0,4.2,46805.0,20413.0,1332.0,743011.0,1058.0,1788.0,4.6
62680,K 0400-042,Produktionslogistik,E,-0.15082495658297032,0.055953880239973615,-0.053160126967891415,-0.09047754953101725,0.115522616467364,0.2664184357095082,2.8,4.0,4.0,3.9,3.8,5.9,30322.0,16623.0,1150.0,682913.0,802.0,2472.0,4.6
